time,velocity,position,power
0.0,0.3025,0.0,98.35871182268816
0.0001111528025307235,0.30262614128626764,3.3635554797175485e-05,98.22176032804808
0.000222305605061447,0.3027518436445162,6.728474764941924e-05,98.08513778976014
0.001333833630368682,0.30397136649072815,0.0004049418780477583,96.75202274376396
0.002445361655675917,0.30514946990695246,0.0007438859766409373,95.45101652258619
0.006880414064795677,0.3094927451339504,0.0021073955611515816,90.54284004743664
0.011315466473915438,0.31327574686327314,0.0034883142819220744,86.12448935743653
0.0157505188830352,0.316557986002448,0.004884793438924009,82.18289193955557
0.028359758472505714,0.3236643434558995,0.00892425777715788,73.30478689570866
0.04096899806197623,0.32836285862160874,0.013038554644944522,67.17626297588265
0.053578237651446745,0.3314987155635136,0.01720142750816481,62.9714632509886
0.06618747724091725,0.3336094806673201,0.021396176245675715,60.08955689511395
0.09517773297373738,0.3364263114158356,0.031103808773145253,56.178922851698374
0.12416798870655751,0.33762438138436296,0.040861889966214524,54.493205464526355
0.15315824443937764,0.3379046678072106,0.050648643234855406,54.096902987437915
0.18214850017219777,0.3378489662332527,0.06044599454798257,54.175718857364195
0.2111387559050179,0.337831112373446,0.07024233031184195,54.20097535129757
0.2625617974439264,0.3378281705141891,0.08761861483936607,54.20513669002805
0.31398483898283486,0.33791551784795787,0.10499259829512109,54.08154717515263
0.36540788052174333,0.33795897835381944,0.12236844885994339,54.02002752005116
0.4168309220606518,0.3379511705276866,0.1397463957228983,54.031081030887016
0.7207738545219858,0.33800648471262484,0.2424682539084786,53.952760691263116
1.0247167869833198,0.33804317742360357,0.3452082524522461,53.90079108934564
1.3286597194446537,0.338105777708601,0.44796498284089514,53.81209840108268
2.3286597194446537,0.3382974928996053,0.7862283690025742,53.54024716467538
3.3286597194446537,0.3384857084896053,1.124679368943094,53.273024969404744
4.328659719444653,0.338672929895872,1.4632822882347087,53.00688658961091
5.328659719444653,0.3388592263322019,1.802054183685786,52.7417386626309
6.328659719444653,0.33904456648286846,2.1410065793718838,52.477630660275466
7.328659719444653,0.33922895909668505,2.480142963127836,52.214555050701634
8.328659719444653,0.3394124050748485,2.8194633584821114,51.95251543310794
9.328659719444653,0.3395949026204672,3.158966859355934,51.691519236371626
10.328659719444653,0.3397764501500166,3.4986524403474286,51.431573570784366
11.328659719444653,0.3399570461983039,3.8385191084747747,51.172685362411364
12.328659719444653,0.340136689347525,4.178565898047814,50.91486145383724
13.328659719444653,0.34031537827542274,4.51879193256312,50.65810853440342
14.328659719444653,0.3404931116452868,4.859196243107766,50.40243329762078
15.328659719444653,0.3406698881615418,5.1997778304864735,50.14784236106749
16.32865971944465,0.34084570658169755,5.54053571355134,49.89434224869327
17.32865971944465,0.34102056571717937,5.881468930252294,49.64193938907116
18.32865971944465,0.34119446442758805,6.222576524098618,49.390640123149204
